Index,Stage(ft_NCDD),Stage(ft_NAVD88),Storage(ac-ft),Storage(Mgal),Area(ac)
1300,466.51,470.2,119.2714227,38.86476388,12.67421126
1301,466.41,470.1,118.014141,38.45507683,12.46985626
1302,466.31,470,116.7765361,38.05180148,12.28823482
1303,466.21,469.9,115.5560657,37.65410948,12.1206983
1304,466.11,469.8,114.3524191,37.26189951,11.95217338
1305,466.01,469.7,113.1661949,36.87536665,11.77327008
1306,465.91,469.6,111.9982233,36.49478142,11.59486099
1307,465.81,469.5,110.8465948,36.11952162,11.43819706
1308,465.71,469.4,109.7104543,35.74930862,11.28474547
1309,465.61,469.3,108.5894028,35.38401238,11.13969542
1310,465.51,469.2,107.4823555,35.02327945,11.00156429
1311,465.41,469.1,106.3888704,34.66696575,10.86886944
1312,465.31,469,105.3085614,34.31494552,10.73988115
1313,465.21,468.9,104.2416793,33.96730046,10.59878477
1314,465.11,468.8,103.188465,33.62410907,10.46979648
1315,465.01,468.7,102.1487207,33.28530691,10.32029856
1316,464.91,468.6,101.1236122,32.95127383,10.17796666
1317,464.81,468.5,100.1130352,32.62197587,10.02525638
1318,464.71,468.4,99.11800635,32.29774429,9.8718048
1319,464.61,468.3,98.13754865,31.97826075,9.733673664
1320,464.51,468.2,97.17168264,31.66353193,9.582446016
1321,464.41,468.1,96.22107718,31.35377578,9.428994432
1322,464.31,468,95.28575154,31.04899858,9.2725776
1323,464.21,467.9,94.36772557,30.7498585,9.094168512
1324,464.11,467.8,93.46631469,30.45613247,8.931079872
1325,464.01,467.7,92.58161366,30.16785138,8.763790464
1326,463.91,467.6,91.7126663,29.88470364,8.609844672
1327,463.81,467.5,90.86048619,29.60701953,8.44107264
1328,463.71,467.4,90.02401944,29.33445564,8.290092096
1329,463.61,467.3,89.20292422,29.06690058,8.132439744
1330,463.51,467.2,88.3982895,28.80470921,7.975775808
1331,463.41,467.1,87.60815071,28.54724135,7.840115712
1332,463.31,467,86.82988048,28.29364088,7.72694208
1333,463.21,466.9,86.06243902,28.04356899,7.618710528
1334,463.11,466.8,85.30656418,27.79726609,7.503807168
1335,463.01,466.7,84.56168194,27.55454514,7.397799552
1336,462.91,466.6,83.82675202,27.31506718,7.300934784
1337,462.81,466.5,83.10067293,27.07847327,7.217660736
1338,462.71,466.4,82.38305941,26.84463787,7.135622208
1339,462.61,466.3,81.67328874,26.61335808,7.059019968
1340,462.51,466.2,80.97220423,26.38490869,6.960178368
1341,462.41,466.1,80.28132961,26.15978621,6.861089664
1342,462.31,466,79.59976618,25.93769779,6.772873536
1343,462.21,465.9,78.92563018,25.71802961,6.705414144
1344,462.11,465.8,78.25867095,25.50069999,6.631282944
1345,462.01,465.7,77.59889111,25.28570978,6.56925984
1346,461.91,465.6,76.94416828,25.07236741,6.526263744
1347,461.81,465.5,76.29379739,24.86044312,6.477090048
1348,461.71,465.4,75.64831504,24.65011178,6.431375808
1349,461.61,465.3,75.00734406,24.44125046,6.387391296
1350,461.51,465.2,74.37062621,24.23377504,6.347854656
1351,461.41,465.1,73.73776221,24.0275554,6.307823808
1352,461.31,465,73.10906002,23.82269189,6.269275584
1353,461.21,464.9,72.4841436,23.61906198,6.229738944
1354,461.11,464.8,71.8627359,23.41657539,6.198356736
1355,461.01,464.7,71.244441,23.21510312,6.16771584
1356,460.91,464.6,70.62902236,23.01456807,6.142511232
1357,460.81,464.5,70.01618059,22.8148727,6.115082688
1358,460.71,464.4,69.4061463,22.61609215,6.086418624
1359,460.61,464.3,68.79905006,22.41826897,6.054542208
1360,460.51,464.2,68.19496254,22.22142619,6.027854976
1361,460.41,464.1,67.59366397,22.02549219,5.996966976
1362,460.31,464,66.99541532,21.83055201,5.967314496
1363,460.21,463.9,66.40007664,21.63656005,5.940133056
1364,460.11,463.8,65.80775589,21.44355148,5.907762432
1365,460.01,463.7,65.21835685,21.25149497,5.878357056
1366,459.91,463.6,64.63210306,21.06046333,5.845739328
1367,459.81,463.5,64.04877362,20.87038459,5.820040512
1368,459.71,463.4,63.46851098,20.68130518,5.788164096
1369,459.61,463.3,62.89123296,20.49319831,5.755299264
1370,459.51,463.2,62.31741896,20.3062202,5.7204576
1371,459.41,463.1,61.74700046,20.12034852,5.687839872
1372,459.31,463,61.17976492,19.935514,5.656704768
1373,459.21,462.9,60.61559901,19.75167973,5.627546496
1374,459.11,462.8,60.05446561,19.56883361,5.595175872
1375,459.01,462.7,59.49656207,19.38703994,5.561569728
1376,458.91,462.6,58.94229552,19.2064314,5.520550464
1377,458.81,462.5,58.39242658,19.02725581,5.479778304
1378,458.71,462.4,57.84679015,18.8494594,5.430604608
1379,458.61,462.3,57.30621254,18.67331141,5.380936704
1380,458.51,462.2,56.77003516,18.49859725,5.342141376
1381,458.41,462.1,56.23750308,18.3250709,5.308535232
1382,458.31,462,55.7086469,18.15274236,5.268998592
1383,458.21,461.9,55.18340174,17.98159047,5.234651136
1384,458.11,461.8,54.66187121,17.811649,5.195855808
1385,458.01,461.7,54.14404353,17.64291411,5.162743872
1386,457.91,461.6,53.62958748,17.47527787,5.127160896
1387,457.81,461.5,53.11878795,17.30883311,5.08910688
1388,457.71,461.4,52.61174805,17.14361344,5.052288384
1389,457.61,461.3,52.10875631,16.97971286,5.008550976
1390,457.51,461.2,51.60991562,16.81716491,4.966543296
1391,457.41,461.1,51.11484011,16.65584384,4.93343136
1392,457.31,461,50.62322428,16.49565012,4.895624448
1393,457.21,460.9,50.13555114,16.33674113,4.857323328
1394,457.11,460.8,49.65186059,16.17912987,4.818033792
1395,457.01,460.7,49.17200348,16.02276774,4.777261632
1396,456.91,460.6,48.69666162,15.86787692,4.728087936
1397,456.81,460.5,48.22590747,15.714481,4.683115008
1398,456.71,460.4,47.75970519,15.56256832,4.638389184
1399,456.61,460.3,47.29802416,15.4121289,4.593169152
1400,456.51,460.2,46.8413724,15.26332827,4.542759936
1401,456.41,460.1,46.38952748,15.11609395,4.495068864
1402,456.31,460,45.94249517,14.97042784,4.445153856
1403,456.21,459.9,45.50056936,14.82642568,4.393262016
1404,456.11,459.8,45.06405146,14.6841857,4.341123072
1405,456.01,459.7,44.63272632,14.54363778,4.285277568
1406,455.91,459.6,44.20658381,14.40477863,4.2378336
1407,455.81,459.5,43.78548972,14.26756452,4.187424384
1408,455.71,459.4,43.36948383,14.13200841,4.13775648
1409,455.61,459.3,42.95838318,13.99805067,4.089076992
1410,455.51,459.2,42.55233117,13.86573804,4.036196736
1411,455.41,459.1,42.15150311,13.73512765,3.98084544
1411,455.31,459,41.75522627,13.60600027,3.94254432
1411,455.21,458.9,41.36265919,13.47808172,3.909432384
1411,455.11,458.8,40.97332933,13.35121803,3.878791488
1411,455.01,458.7,40.58714043,13.22537782,3.842714304
1411,454.91,458.6,40.20489237,13.10082175,3.80293056
1411,454.81,458.5,39.82711781,12.97772337,3.752768448
1411,454.71,458.4,39.4543055,12.85624194,3.703347648
1411,454.61,458.3,39.08678131,12.73648366,3.646513728
1411,454.51,458.2,38.7246546,12.61848415,3.59783424
1411,454.41,458.1,38.36711075,12.50197798,3.54964896
1411,454.31,458,38.01503728,12.38725433,3.493062144
1411,454.21,457.9,37.66824979,12.27425313,3.441664512
1411,454.11,457.8,37.3268853,12.16301902,3.382112448
1411,454.01,457.7,36.99134848,12.05368387,3.328985088
1411,453.91,457.6,36.66053382,11.94588744,3.290931072
1411,453.81,457.5,36.33329913,11.83925755,3.257324928
1411,453.71,457.4,36.00862306,11.73346138,3.235332672
1411,453.61,457.3,35.68637802,11.62845738,3.208398336
1411,453.51,457.2,35.36666472,11.52427834,3.18640608
1411,453.41,457.1,35.04945205,11.42091414,3.161448576
1411,453.31,457,34.73444011,11.31826705,3.137973696
1411,453.21,456.9,34.42211514,11.21649551,3.10856832
1411,453.11,456.8,34.11265724,11.11565821,3.083116608
1411,453.01,456.7,33.80532619,11.01551395,3.06161856
1411,452.91,456.6,33.50019151,10.91608537,3.039626304
1411,452.81,456.5,33.19733512,10.81739918,3.016151424
1411,452.71,456.4,32.89697888,10.71952767,2.99119392
1411,452.61,456.3,32.59936804,10.62255075,2.96154144
1411,452.51,456.2,32.30458588,10.52649557,2.936089728
1411,452.41,456.1,32.0121032,10.43118966,2.91459168
1411,452.31,456,31.72181716,10.33659954,2.891858112
1411,452.21,455.9,31.43367844,10.24270913,2.868630336
1411,452.11,455.8,31.14797984,10.14961383,2.84293152
1411,452.01,455.7,30.86515461,10.05745483,2.814761664
1411,451.91,455.6,30.58518653,9.966226825,2.782885248
1411,451.81,455.5,30.30812667,9.875946475,2.756198016
1411,451.71,455.4,30.03412986,9.78666422,2.724815808
1411,451.61,455.3,29.76281518,9.698255942,2.699858304
1411,451.51,455.2,29.49439458,9.610790707,2.669711616
1411,451.41,455.1,29.22895456,9.524296696,2.641294656
1411,451.31,455,28.96602078,9.438619347,2.617325568
1411,451.21,454.9,28.70558695,9.35375661,2.587425984
1411,451.11,454.8,28.44824097,9.269900053,2.561480064
1411,451.01,454.7,28.19347497,9.186884188,2.535781248
1411,450.91,454.6,27.94122598,9.104688493,2.509588224
1411,450.81,454.5,27.69153427,9.023326092,2.486113344
1411,450.71,454.4,27.44390742,8.942636528,2.468321856
1411,450.61,454.3,27.19789541,8.862473164,2.452754304
1411,450.51,454.2,26.95340171,8.782804541,2.43768096
1411,450.41,454.1,26.71018148,8.70355088,2.427055488
1411,450.31,454,26.46787158,8.624593853,2.419642368
1411,450.21,453.9,26.22630109,8.545877762,2.410252416
1411,450.11,453.8,25.98576649,8.46749922,2.400121152
1411,450.01,453.7,25.74617994,8.3894296,2.390978304
1411,449.91,453.6,25.50736578,8.311611663,2.385542016
1411,449.81,453.5,25.26935383,8.23405513,2.37466944
1411,449.71,453.4,25.03215341,8.156763033,2.368244736
1411,449.61,453.3,24.79582156,8.07975396,2.358113472
1411,449.51,453.2,24.56041904,8.003047713,2.350700352
1411,449.41,453.1,24.32575097,7.926580785,2.343040128
1411,449.31,453,24.09184915,7.850363542,2.334391488
1411,449.21,452.9,23.8587836,7.774418798,2.325989952
1411,449.11,452.8,23.62660231,7.698762192,2.319318144
1411,449.01,452.7,23.39505739,7.623312951,2.312399232
1411,448.91,452.6,23.16446046,7.548172611,2.300044032
1411,448.81,452.5,22.934761,7.473324711,2.293372224
1411,448.71,452.4,22.70577648,7.398709778,2.286206208
1411,448.61,452.3,22.47750692,7.324327815,2.279287296
1411,448.51,452.2,22.24996077,7.250181577,2.27212128
1411,448.41,452.1,22.02319888,7.176290889,2.26347264
1411,448.31,452,21.79723732,7.102660992,2.255071104
1411,448.21,451.9,21.57208434,7.02929457,2.248152192
1411,448.11,451.8,21.34765396,6.956163609,2.240244864
1411,448.01,451.7,21.12406312,6.883306216,2.232090432
1411,447.91,451.6,20.9013716,6.810741863,2.22270048
1411,447.81,451.5,20.67936,6.738399066,2.217264192
1411,447.71,451.4,20.45812299,6.66630867,2.207132928
1411,447.61,451.3,20.23786435,6.594537078,2.198484288
1411,447.51,451.2,20.01849753,6.523056085,2.188353024
1411,447.41,451.1,19.80024713,6.451938879,2.177974656
1411,447.31,451,19.58286656,6.381105108,2.169326016
1411,447.21,450.9,19.36623982,6.310516976,2.162407104
1411,447.11,450.8,19.1505204,6.240224494,2.15351136
1411,447.01,450.7,18.93562298,6.170199863,2.14486272
1411,446.91,450.6,18.72160383,6.100461414,2.134731456
1411,446.81,450.5,18.50850512,6.031022896,2.128306752
1411,446.71,450.4,18.29627771,5.961868289,2.11644576
1411,446.61,450.3,18.0849581,5.893009492,2.110021056
1411,446.51,450.2,17.87439534,5.824397316,2.099889792
1411,446.41,450.1,17.66472207,5.756074979,2.092229568
1411,446.31,450,17.45592498,5.688038149,2.084569344
1411,446.21,449.9,17.24791963,5.620259309,2.074932288
1411,446.11,449.8,17.04094185,5.552815303,2.065542336
1411,446.01,449.7,16.83489516,5.485674693,2.056152384
1411,445.91,449.6,16.62971227,5.418815554,2.046762432
1411,445.81,449.5,16.42568211,5.352332035,2.035889856
1411,445.71,449.4,16.22261576,5.286162576,2.0262528
1411,445.61,449.3,16.02050833,5.22030558,2.01636864
1411,445.51,449.2,15.81945505,5.154792081,2.004754752
1411,445.41,449.1,15.61940207,5.089604529,1.99412928
1411,445.31,449,15.42058694,5.024820336,1.9830096
1411,445.21,448.9,15.22270794,4.960341178,1.974113856
1411,445.11,448.8,15.02572707,4.896154681,1.9644768
1411,445.01,448.7,14.82991995,4.832350652,1.951380288
1411,444.91,448.6,14.63521453,4.768905612,1.942731648
1411,444.81,448.5,14.44152705,4.705792267,1.931611968
1411,444.71,448.4,14.24878897,4.642988289,1.922716224
1411,444.61,448.3,14.05709519,4.580524596,1.909866816
1411,444.51,448.2,13.86682785,4.51852571,1.896028992
1411,444.41,448.1,13.67793012,4.456973116,1.88293248
1411,444.31,448,13.49029426,4.395831701,1.868353344
1411,444.21,447.9,13.30417508,4.3351845,1.85328
1411,444.11,447.8,13.11951966,4.275014267,1.840430592
1411,444.01,447.7,12.93596642,4.215203181,1.830052224
1411,443.91,447.6,12.75348858,4.155742515,1.817697024
1411,443.81,447.5,12.57253569,4.096778757,1.801635264
1411,443.71,447.4,12.39310857,4.038312171,1.786809024
1411,443.61,447.3,12.21523428,3.980351581,1.770747264
1411,443.51,447.2,12.03921987,3.922997034,1.751473152
1411,443.41,447.1,11.86495865,3.866213765,1.734175872
1411,443.31,447,11.69236669,3.809974427,1.717619904
1411,443.21,446.9,11.52153842,3.75430979,1.699334208
1411,443.11,446.8,11.35249271,3.699226005,1.680554304
1411,443.01,446.7,11.18539781,3.644777893,1.662268608
1411,442.91,446.6,11.02032146,3.590987527,1.640276352
1411,442.81,446.5,10.85715988,3.537821094,1.622484864
1411,442.71,446.4,10.69582387,3.485249524,1.603210752
1411,442.61,446.3,10.53624328,3.433249961,1.58640768
1411,442.51,446.2,10.37832213,3.381791127,1.572075648
1411,442.41,446.1,10.22199812,3.330852724,1.554531264
1411,442.31,446,10.06759806,3.280541243,1.53451584
1411,442.21,445.9,9.914970673,3.230807391,1.518206976
1411,442.11,445.8,9.764003631,3.181614564,1.500909696
1411,442.01,445.7,9.614774791,3.132988133,1.482129792
1411,441.91,445.6,9.467507361,3.08500083,1.464585408
1411,441.81,445.5,9.321908834,3.037557341,1.444817088
1411,441.71,445.4,9.178718841,2.990898677,1.418624064
1411,441.61,445.3,9.037985506,2.945040518,1.396631808
1411,441.51,445.2,8.8990707,2.89977493,1.382793984
1411,441.41,445.1,8.761182873,2.854843984,1.37513376
1411,441.31,445,8.62407557,2.810167373,1.368214848
1411,441.21,444.9,8.487532913,2.765674753,1.362531456
1411,441.11,444.8,8.351631239,2.721390998,1.35412992
1411,441.01,444.7,8.216538495,2.677370834,1.348446528
1411,440.91,444.6,8.08197103,2.633521832,1.342268928
1411,440.81,444.5,7.948207306,2.589934731,1.334608704
1411,440.71,444.4,7.815013805,2.546533439,1.328184
1411,440.61,444.3,7.682643277,2.503400313,1.320276672
1411,440.51,444.2,7.550855231,2.460456989,1.315087488
1411,440.41,444.1,7.419773089,2.417743685,1.307921472
1411,440.31,444,7.289378303,2.375254358,1.300755456
1411,440.21,443.9,7.159631278,2.332976104,1.294330752
1411,440.11,443.8,7.030580851,2.290924837,1.287164736
1411,440.01,443.7,6.902108527,2.249061947,1.279751616
1411,439.91,443.6,6.774470364,2.207470868,1.273326912
1411,439.81,443.5,6.647553054,2.166114681,1.265419584
1411,439.71,443.4,6.521385656,2.125002854,1.258500672
1411,439.61,443.3,6.395882783,2.084107563,1.25034624
1411,439.51,443.2,6.271234792,2.043490837,1.243427328
1411,439.41,443.1,6.147311969,2.003110407,1.235272896
1411,439.31,443,6.024363688,1.963047534,1.224894528
1411,439.21,442.9,5.902285109,1.923268054,1.216245888
1411,439.11,442.8,5.780956084,1.883732818,1.209821184
1411,439.01,442.7,5.660349503,1.84443299,1.202408064
1411,438.91,442.6,5.540501295,1.80538028,1.193265216
1411,438.81,442.5,5.421520163,1.766610108,1.185357888
1411,438.71,442.4,5.303366477,1.728109561,1.176462144
1411,438.61,442.3,5.186079251,1.68989135,1.16880192
1411,438.51,442.2,5.069625049,1.651944581,1.16015328
1411,438.41,442.1,4.953996965,1.614267005,1.15274016
1411,438.31,442,4.83925645,1.576878644,1.142856
1411,438.21,441.9,4.725302004,1.539746424,1.13544288
1411,438.11,441.8,4.612193327,1.5028898,1.127041344
1411,438.01,441.7,4.499942515,1.466312712,1.117898496
1411,437.91,441.6,4.388777022,1.430089277,1.106284608
1411,437.81,441.5,4.278633126,1.394198731,1.09714176
1411,437.71,441.4,4.169363148,1.358592952,1.08849312
1411,437.61,441.3,4.060985473,1.323277931,1.078856064
1411,437.51,441.2,3.953596773,1.288285169,1.067736384
1411,437.41,441.1,3.847332111,1.253658677,1.056863808
1411,437.31,441,3.742130976,1.219378737,1.04772096
1411,437.21,440.9,3.637810212,1.185385666,1.037342592
1411,437.11,440.8,3.534626068,1.151762966,1.027458432
1411,437.01,440.7,3.432307865,1.118422433,1.01806848
1411,436.91,440.6,3.330941732,1.085392133,1.008925632
1411,436.81,440.5,3.230484344,1.052657949,0.998794368
1411,436.71,440.4,3.131151092,1.020290067,0.987921792
1411,436.61,440.3,3.032980794,0.988301134,0.9760608
1411,436.51,440.2,2.935901846,0.95666782,0.9637056
1411,436.41,440.1,2.839967853,0.925407591,0.954068544
1411,436.31,440,2.745118952,0.894500941,0.943195968
