Index,Stage(ft_NCDD),Stage(ft_NAVD88),Storage(ac-ft),Storage(Mgal),Area(ac)
504,546.11,549.8,4411.586295,1437.521711,108.1477837
505,546.01,549.7,4400.781913,1434.001088,107.9407106
506,545.91,549.6,4389.998774,1430.487387,107.7249888
507,545.81,549.5,4379.237285,1426.98074,107.5050662
508,545.71,549.4,4368.497962,1423.481316,107.2806958
509,545.61,549.3,4357.783195,1419.989894,107.0091285
510,545.51,549.2,4347.093759,1416.506726,106.7790747
511,545.41,549.1,4336.428551,1413.031453,106.5176387
512,545.31,549,4325.788531,1409.564387,106.2883261
513,545.21,548.9,4315.172005,1406.104977,106.0340561
514,545.11,548.8,4304.581313,1402.653985,105.7745969
515,545.01,548.7,4294.015172,1399.210992,105.5398481
516,544.91,548.6,4283.471584,1395.775349,105.32808
517,544.81,548.5,4272.950052,1392.346893,105.1032154
518,544.71,548.4,4262.450543,1388.925613,104.8820573
519,544.61,548.3,4251.974193,1385.511879,104.6327293
520,544.51,548.2,4241.524555,1382.10685,104.351525
521,544.41,548.1,4231.103649,1378.711182,104.0797106
522,544.31,548,4220.707357,1375.323536,103.8511394
523,544.21,547.9,4210.333936,1371.943342,103.6065064
524,544.11,547.8,4199.984377,1368.570923,103.3823831
525,544.01,547.7,4189.657351,1365.205847,103.1543061
526,543.91,547.6,4179.351842,1361.847782,102.9534106
527,543.81,547.5,4169.065897,1358.496092,102.7673412
528,543.71,547.4,4158.799602,1355.150805,102.5642218
529,543.61,547.3,4148.552149,1351.811658,102.3838358
530,543.51,547.2,4138.323363,1348.478594,102.1898592
531,543.41,547.1,4128.112927,1345.151508,102.0210872
532,543.31,547,4117.920592,1341.830321,101.8280989
533,543.21,546.9,4107.747523,1338.515412,101.6314042
534,543.11,546.8,4097.593806,1335.206809,101.4460762
535,543.01,546.7,4087.457488,1331.903875,101.2780454
536,542.91,546.6,4077.339127,1328.606793,101.0942001
537,542.81,546.5,4067.238726,1325.315563,100.9083779
538,542.71,546.4,4057.157008,1322.03042,100.7193433
539,542.61,546.3,4047.094244,1318.751454,100.5352508
540,542.51,546.2,4037.049588,1315.478389,100.3593128
541,542.41,546.1,4027.02286,1312.211165,100.1752203
542,542.31,546,4017.014988,1308.950086,99.98074944
543,542.21,545.9,4007.025789,1305.695091,99.79393882
544,542.11,545.8,3997.055099,1302.446127,99.61750656
545,542.01,545.7,3987.102676,1299.203116,99.43069594
546,541.91,545.6,3977.169093,1295.966244,99.23844902
547,541.81,545.5,3967.254911,1292.735693,99.04669632
548,541.71,545.4,3957.359238,1289.511174,98.86433357
549,541.61,545.3,3947.4814,1286.292467,98.69210208
550,541.51,545.2,3937.621162,1283.079494,98.50331462
551,541.41,545.1,3927.778884,1279.872374,98.33874336
552,541.31,545,3917.95401,1276.670924,98.16329952
553,541.21,544.9,3908.146664,1273.475187,97.98464333
554,541.11,544.8,3898.357542,1270.285387,97.79906822
555,541.01,544.7,3888.587276,1267.101732,97.61003366
556,540.91,544.6,3878.835436,1263.924081,97.42816512
557,540.81,544.5,3869.102364,1260.752545,97.23147034
558,540.71,544.4,3859.387876,1257.587066,97.05775622
559,540.61,544.3,3849.690799,1254.427259,96.88206528
560,540.51,544.2,3840.011029,1251.273092,96.70983379
561,540.41,544.1,3830.347758,1248.124302,96.55341696
562,540.31,544,3820.701373,1244.981013,96.36932448
563,540.21,543.9,3811.073064,1241.843615,96.19338643
564,540.11,543.8,3801.46294,1238.712142,96.01028237
565,540.01,543.7,3791.870365,1235.586388,95.84076902
566,539.91,543.6,3782.294481,1232.466073,95.67174989
567,539.81,543.5,3772.735962,1229.351415,95.49507053
568,539.71,543.4,3763.19425,1226.242235,95.33346451
569,539.61,543.3,3753.669015,1223.138423,95.16345696
570,539.51,543.2,3744.160241,1220.039976,95.00456909
571,539.41,543.1,3734.668453,1216.947063,94.83357312
572,539.31,543,3725.193491,1213.859633,94.66850765
573,539.21,542.9,3715.734567,1210.777429,94.50789005
574,539.11,542.8,3706.291342,1207.700341,94.35888634
575,539.01,542.7,3696.863485,1204.62826,94.20073978
576,538.91,542.6,3687.45073,1201.5611,94.05247738
577,538.81,542.5,3678.052862,1198.498792,93.90050842
578,538.71,542.4,3668.670492,1195.441533,93.74631552
579,538.61,542.3,3659.303275,1192.389212,93.59805312
580,538.51,542.2,3649.950803,1189.341696,93.45325018
581,538.41,542.1,3640.612397,1186.298762,93.31190669
582,538.31,542,3631.288159,1183.260446,93.16833926
583,538.21,541.9,3621.978287,1180.226811,93.02328922
584,538.11,541.8,3612.683699,1177.198156,92.87033184
585,538.01,541.7,3603.403629,1174.174232,92.72725862
586,537.91,541.6,3594.138844,1171.155289,92.57306573
587,537.81,541.5,3584.888377,1168.141011,92.43493459
588,537.71,541.4,3575.652034,1165.131335,92.29457952
589,537.61,541.3,3566.42969,1162.126221,92.14829395
590,537.51,541.2,3557.222582,1159.126072,91.99360685
591,537.41,541.1,3548.030216,1156.130726,91.84657997
592,537.31,541,3538.852889,1153.140281,91.69955309
593,537.21,540.9,3529.68972,1150.15445,91.55623277
594,537.11,540.8,3520.541686,1147.173549,91.40451091
595,537.01,540.7,3511.408853,1144.197603,91.25649562
596,536.91,540.6,3502.290359,1141.226328,91.11119846
597,536.81,540.5,3493.186785,1138.259916,90.95577005
598,536.71,540.4,3484.098565,1135.298506,90.79737638
599,536.61,540.3,3475.025966,1132.342187,90.65306765
600,536.51,540.2,3465.968777,1129.390889,90.49170874
601,536.41,540.1,3456.927489,1126.444772,90.32491354
602,536.31,540,3447.903243,1123.504209,90.15935386
603,536.21,539.9,3438.895506,1120.569025,89.99428838
604,536.11,539.8,3429.904695,1117.639356,89.82526925
605,536.01,539.7,3420.931584,1114.715455,89.63574048
606,535.91,539.6,3411.977537,1111.797766,89.4457175
607,535.81,539.5,3403.042266,1108.886195,89.26286054
608,535.71,539.4,3394.124998,1105.98049,89.08173331
609,535.61,539.3,3385.225294,1103.080509,88.91666784
610,535.51,539.2,3376.341117,1100.185588,88.76840544
611,535.41,539.1,3367.472293,1097.295669,88.60679942
612,535.31,539,3358.61985,1094.411087,88.45038259
613,535.21,538.9,3349.782963,1091.531575,88.28976499
614,535.11,538.8,3340.961503,1088.65709,88.13705472
615,535.01,538.7,3332.156076,1085.787829,87.97223635
616,534.91,538.6,3323.366316,1082.923673,87.81829056
617,534.81,538.5,3314.591843,1080.064498,87.6660745
618,534.71,538.4,3305.831844,1077.21004,87.52621363
619,534.61,538.3,3297.086753,1074.360439,87.37152653
620,534.51,538.2,3288.35644,1071.515655,87.22449965
621,534.41,538.1,3279.641133,1068.675759,87.07821408
622,534.31,538,3270.940998,1065.840808,86.92303277
623,534.21,537.9,3262.255436,1063.010605,86.78020666
624,534.11,537.8,3253.584208,1060.185073,86.6410871
625,534.01,537.7,3244.928123,1057.364475,86.48195213
626,533.91,537.6,3236.286996,1054.548752,86.34011443
627,533.81,537.5,3227.661199,1051.738023,86.18172077
628,533.71,537.4,3219.050724,1048.932288,86.03494099
629,533.61,537.3,3210.45468,1046.131254,85.88272493
630,533.51,537.2,3201.874188,1043.335289,85.72482547
631,533.41,537.1,3193.308982,1040.544304,85.58323488
632,533.31,537,3184.757775,1037.757881,85.43867904
633,533.21,536.9,3176.220929,1034.976138,85.29362899
634,533.11,536.8,3167.698954,1032.19924,85.15104998
635,533.01,536.7,3159.191138,1029.426956,85.00847098
636,532.91,536.6,3150.69762,1026.659331,84.85600781
637,532.81,536.5,3142.218805,1023.896497,84.71787667
638,532.71,536.4,3133.754487,1021.138387,84.5651664
639,532.61,536.3,3125.305555,1018.38529,84.40825536
640,532.51,536.2,3116.872833,1015.637476,84.24442541
641,532.41,536.1,3108.455875,1012.894798,84.09319776
642,532.31,536,3100.054708,1010.157265,83.92961491
643,532.21,535.9,3091.669158,1007.424822,83.7806112
644,532.11,535.8,3083.299305,1004.697494,83.61282758
645,532.01,535.7,3074.945714,1001.975464,83.45715206
646,531.91,535.6,3066.608254,999.2586906,83.28961555
647,531.81,535.5,3058.28734,996.5473088,83.1257856
648,531.71,535.4,3049.983201,993.8413933,82.94960045
649,531.61,535.3,3041.696283,991.1410892,82.78848864
650,531.51,535.2,3033.42543,988.4460198,82.62465869
651,531.41,535.1,3025.171047,985.7563175,82.46651213
652,531.31,535,3016.932124,983.0716525,82.30960109
653,531.21,534.9,3008.709376,980.3922583,82.14255878
654,531.11,534.8,3000.503303,977.7182977,81.9826825
655,531.01,534.7,2992.313288,975.0495697,81.81564019
656,530.91,534.6,2984.139702,972.3861949,81.65774074
657,530.81,534.5,2975.982921,969.7282961,81.47191853
658,530.71,534.4,2967.844272,967.0763056,81.30166387
659,530.61,534.3,2959.722807,964.4299146,81.13264474
660,530.51,534.2,2951.616372,961.7884212,80.99500781
661,530.41,534.1,2943.524789,959.1517672,80.83661414
662,530.31,534,2935.448551,956.5201135,80.68761043
663,530.21,533.9,2927.38764,953.8934542,80.53242912
664,530.11,533.8,2919.341329,951.2715523,80.39429798
665,530.01,533.7,2911.309532,948.6543798,80.23639853
666,529.91,533.6,2903.292928,946.0421579,80.09678477
667,529.81,533.5,2895.290217,943.4344629,79.96236019
668,529.71,533.4,2887.300682,940.8310616,79.8271943
669,529.61,533.3,2879.324837,938.2321211,79.68634502
670,529.51,533.2,2871.362363,935.6375375,79.55958067
671,529.41,533.1,2863.413033,933.0472368,79.42367347
672,529.31,533,2855.477026,930.4612776,79.29394387
673,529.21,532.9,2847.554478,927.8797041,79.1535888
674,529.11,532.8,2839.645242,925.3024683,79.02731866
675,529.01,532.7,2831.748619,922.7293423,78.90228403
676,528.91,532.6,2823.865275,920.1605432,78.76958918
677,528.81,532.5,2815.994478,917.5958329,78.64504877
678,528.71,532.4,2808.136892,915.0354273,78.50988288
679,528.61,532.3,2800.29168,912.4790536,78.39250848
680,528.51,532.2,2792.458689,909.9266623,78.26945069
681,528.41,532.1,2784.637851,907.3782311,78.15232339
682,528.31,532,2776.829414,904.8338407,78.01938144
683,528.21,531.9,2769.033264,902.2934539,77.90645491
684,528.11,531.8,2761.24867,899.756833,77.78389133
685,528.01,531.7,2753.476791,897.2243551,77.65465594
686,527.91,531.6,2745.717185,894.6958764,77.53283366
687,527.81,531.5,2737.970097,892.1714767,77.40903456
688,527.71,531.4,2730.23501,889.6509874,77.28993043
689,527.61,531.3,2722.512434,887.1345749,77.16217766
690,527.51,531.2,2714.802258,884.6222031,77.04233222
691,527.41,531.1,2707.104292,882.1138098,76.91334394
692,527.31,531,2699.41882,879.6094877,76.79423981
693,527.21,530.9,2691.745587,877.1091538,76.6699465
694,527.11,530.8,2684.08475,874.6128591,76.54342925
695,527.01,530.7,2676.436216,872.1205733,76.42679616
696,526.91,530.6,2668.79993,869.6322788,76.29854918
697,526.81,530.5,2661.176632,867.1482159,76.16931379
698,526.71,530.4,2653.56583,864.6682253,76.04353786
699,526.61,530.3,2645.967619,862.1923374,75.91380826
700,526.51,530.2,2638.382193,859.7206154,75.78852653
701,526.41,530.1,2630.809605,857.2530767,75.66126797
702,526.31,530,2623.249594,854.7896365,75.54265805
703,526.21,529.9,2615.701504,852.3300804,75.4163879
704,526.11,529.8,2608.165973,849.8746168,75.29382432
705,526.01,529.7,2600.642974,847.4232368,75.16582445
706,525.91,529.6,2593.132493,844.9759361,75.0454848
707,525.81,529.5,2585.634403,842.5326727,74.91303706
708,525.71,529.4,2578.148797,840.0934772,74.79912211
709,525.61,529.3,2570.674931,837.6581071,74.67631142
710,525.51,529.2,2563.213232,835.2267019,74.55621888
711,525.41,529.1,2555.764069,832.7993815,74.43069005
712,525.31,529,2548.327313,830.3761038,74.29972493
713,525.21,528.9,2540.903721,827.9571158,74.16999533
714,525.11,528.8,2533.49271,825.5422273,74.04965568
715,525.01,528.7,2526.094204,823.1314135,73.92017318
716,524.91,528.6,2518.708565,820.7247925,73.79019648
717,524.81,528.5,2511.336601,818.3226274,73.65947846
718,524.71,528.4,2503.976757,815.9244118,73.53518515
719,524.61,528.3,2496.628542,813.5299852,73.42571808
720,524.51,528.2,2489.29202,811.139369,73.29574138
721,524.41,528.1,2481.968739,808.7530675,73.17144806
722,524.31,528,2474.657172,806.3705828,73.05852154
723,524.21,527.9,2467.358341,803.9922483,72.92236723
724,524.11,527.8,2460.071854,801.6179362,72.8094407
725,524.01,527.7,2452.797357,799.2475311,72.68094662
726,523.91,527.6,2445.535679,796.8813028,72.54899309
727,523.81,527.5,2438.286786,794.5192405,72.43112448
728,523.71,527.4,2431.049894,792.1610888,72.30584275
729,523.61,527.3,2423.825759,789.8070943,72.17981971
730,523.51,527.2,2416.614248,787.4572131,72.04984301
731,523.41,527.1,2409.415399,785.1114577,71.93148019
732,523.31,527,2402.229275,782.769849,71.79211354
733,523.21,526.9,2395.056757,780.4326739,71.65645344
734,523.11,526.8,2387.897914,778.0999545,71.52104045
735,523.01,526.7,2380.752188,775.7715096,71.39402899
736,522.91,526.6,2373.619598,773.4473447,71.25589786
737,522.81,526.5,2366.500434,771.1275551,71.12938061
738,522.71,526.4,2359.394451,768.8120604,70.99199078
739,522.61,526.3,2352.30171,766.5008804,70.86102566
740,522.51,526.2,2345.223048,764.1942882,70.71053933
741,522.41,526.1,2338.15894,761.8924385,70.57043136
742,522.31,526,2331.108892,759.5951705,70.42513421
743,522.21,525.9,2324.072816,757.3024548,70.29120384
744,522.11,525.8,2317.050597,755.0142547,70.14911904
745,522.01,525.7,2310.041961,752.7304807,70.02235469
746,521.91,525.6,2303.046614,750.451037,69.88150541
747,521.81,525.5,2296.064994,748.1760661,69.74930477
748,521.71,525.4,2289.096851,745.9054865,69.61660992
749,521.61,525.3,2282.141965,743.6392272,69.4792201
750,521.51,525.2,2275.200801,741.3774388,69.33886502
751,521.41,525.1,2268.273943,739.1203123,69.20567597
752,521.31,525,2261.360092,736.8674241,69.07100429
753,521.21,524.9,2254.459518,734.618862,68.93781523
754,521.11,524.8,2247.57214,732.3746,68.81055667
755,521.01,524.7,2240.697877,730.1346116,68.67539078
756,520.91,524.6,2233.83762,727.899187,68.53083494
757,520.81,524.5,2226.992006,725.6685339,68.38800883
758,520.71,524.4,2220.159547,723.4421673,68.25778502
759,520.61,524.3,2213.341068,721.2203563,68.11248787
760,520.51,524.2,2206.536869,719.0031982,67.97015597
761,520.41,524.1,2199.74704,716.7907227,67.82683565
762,520.31,524,2192.970616,714.5826153,67.69636474
763,520.21,523.9,2186.207676,712.3789017,67.5582336
764,520.11,523.8,2179.458047,710.1795255,67.43517581
765,520.01,523.7,2172.720656,707.9841368,67.30742304
766,519.91,523.6,2165.996335,705.7930072,67.18065869
767,519.81,523.5,2159.285289,703.6062032,67.04079782
768,519.71,523.4,2152.587307,701.4236561,66.91798714
769,519.61,523.3,2145.901914,699.2452114,66.79270541
770,519.51,523.2,2139.228416,697.0706425,66.67928467
771,519.41,523.1,2132.566955,694.899996,66.54980218
772,519.31,523,2125.918249,692.7335056,66.42254362
773,519.21,522.9,2119.282771,690.5713256,66.29133139
774,519.11,522.8,2112.659901,688.4132538,66.16382573
775,519.01,522.7,2106.049889,686.2593721,66.03187219
776,518.91,522.6,2099.453185,684.1098265,65.89794182
777,518.81,522.5,2092.870011,681.96469,65.77043616
778,518.71,522.4,2086.299708,679.8237471,65.63872973
779,518.61,522.3,2079.742464,677.6870599,65.50652909
780,518.51,522.2,2073.197697,675.5544382,65.38767206
781,518.41,522.1,2066.665043,673.4257636,65.26584979
782,518.31,522,2060.144818,671.301139,65.142792
783,518.21,521.9,2053.636512,669.1803979,65.01874579
784,518.11,521.8,2047.140852,667.0637779,64.8897575
785,518.01,521.7,2040.658274,664.9514205,64.7595337
786,517.91,521.6,2034.188646,662.8432829,64.63301645
787,517.81,521.5,2027.731271,660.7391383,64.5129239
788,517.71,521.4,2021.286475,658.639092,64.38072326
789,517.61,521.3,2014.854994,656.5433847,64.25247629
790,517.51,521.2,2008.436049,654.4517624,64.12398221
791,517.41,521.1,2002.030058,652.3643611,63.99721786
792,517.31,521,1995.636663,650.2810641,63.87168902
793,517.21,520.9,1989.255553,648.2017703,63.74393626
794,517.11,520.8,1982.887337,646.126678,63.61791322
795,517.01,520.7,1976.531582,644.0556463,63.4931257
796,516.91,520.6,1970.188213,641.9886502,63.36759686
797,516.81,520.5,1963.857285,639.9257084,63.24552749
798,516.71,520.4,1957.53918,637.8669448,63.11135002
799,516.61,520.3,1951.233888,635.8123562,62.9932343
800,516.51,520.2,1944.941015,633.7618147,62.86226918
801,516.41,520.1,1938.661742,631.7157047,62.72389094
802,516.31,520,1932.395418,629.673814,62.60602234
803,516.21,519.9,1926.14213,627.6361712,62.46393754
804,516.11,519.8,1919.901993,625.6028136,62.33396083
805,516.01,519.7,1913.67591,623.5740355,62.18792237
806,515.91,519.6,1907.464194,621.5499391,62.04707309
807,515.81,519.5,1901.26682,619.5305157,61.89732806
808,515.71,519.4,1895.084752,617.51608,61.75054829
809,515.61,519.3,1888.917973,615.5066264,61.58745965
810,515.51,519.2,1882.766798,613.5022569,61.43845594
811,515.41,519.1,1876.630222,611.502645,61.29217037
812,515.31,519,1870.508327,609.5078167,61.14687322
813,515.21,518.9,1864.400894,607.5177009,60.99712819
814,515.11,518.8,1858.307892,605.5322875,60.85850285
815,515.01,518.7,1852.229381,603.5515961,60.71172307
816,514.91,518.6,1846.165432,601.5756496,60.56864986
817,514.81,518.5,1840.115739,599.6043483,60.42508243
818,514.71,518.4,1834.079949,597.6375775,60.29535283
819,514.61,518.3,1828.056699,595.6748931,60.16315219
820,514.51,518.2,1822.047215,593.7166941,60.02304422
